Alpha,q,delta_e,pred_y1,pred_y2,pred_y3
0.519759391,0.929379752,-0.796435475,0.3438234991081254,0.6480621841916089,-0.3009244710490252
0.561962348,0.94745842,-0.767589994,0.3895148714221134,0.689946678176026,-0.3427965878819205
0.603888222,0.962981773,-0.76408275,0.4258258523072966,0.7299115981115688,-0.3730706136745991
0.645406074,0.976501747,-0.756209278,0.4633722775041327,0.7693791334300988,-0.40468663689929407
0.68633978,0.987314857,-0.765800571,0.49412449223319543,0.8070112946965929,-0.4279179370665885
0.726430771,0.994849492,-0.737885618,0.5377145504894498,0.8451486119989076,-0.46646024784270557
0.76549305,0.999161699,-0.730012175,0.5732084223269824,0.8808424699313783,-0.4951375293065339
0.803287831,1.0,-0.701166695,0.6152151266688712,0.9158289676543018,-0.5316266137365255
0.839595202,0.997119468,-0.683701959,0.6518693436160605,0.9483002998834509,-0.5616593439595318
0.874089455,0.989507834,-0.645265185,0.6945803253538732,0.9793629170855476,-0.5989701907425613
0.906406614,0.976317313,-0.597165547,0.7389604721978401,1.0079983370099999,-0.6382755604919355
0.935958763,0.95476817,-0.531672744,0.7873095139231144,1.0335783338369355,-0.6821521315691549
0.961679185,0.91911799,-0.404122812,0.8548624686086569,1.056328936420754,-0.7485150783105607
0.98200251,0.862643774,-0.177796855,0.953568847618273,1.0754787586875427,-0.8513564791035698
0.995225965,0.782000599,0.141149534,1.0797827742146116,1.0886407661405717,-0.9864169665738305
1.0,0.679262591,0.473981813,1.2039478016486673,1.0911591794361524,-1.118864268994864
0.995756287,0.562624976,0.757998701,1.3029495558242996,1.0809121235393733,-1.2222677419619559
0.982875466,0.443136822,0.89256318,1.3407695581826433,1.0552718943639834,-1.2547013276614798
0.962235851,0.328708119,0.897788275,1.3254041034402817,1.0173674099138927,-1.2266754558185478
0.93484163,0.223017526,0.831364975,1.2785228405041709,0.971527542451532,-1.1645085668443156
0.901527625,0.125622274,0.743969667,1.2191211131020425,0.9208741510349946,-1.0907336234694038
0.862808143,0.033652025,0.692434327,1.1681489319724645,0.8681222473344088,-1.029995963233306
0.819022568,-0.055106741,0.684560884,1.1287069927695974,0.8135659981971719,-0.9855729720999092
0.770495474,-0.141310756,0.6959416,1.0922537837700736,0.7561934607447891,-0.9469378517301024
0.717589537,-0.224676321,0.709899092,1.0530708129754558,0.6955652116630365,-0.9070973144799924
0.660769203,-0.303933627,0.717772534,1.008419164285765,0.6318925167410844,-0.8627632479296435
0.600531076,-0.378513452,0.701166695,0.952072035095564,0.5648206992706554,-0.8063215917381685
0.537289414,-0.448715214,0.6959416,0.8973235414621302,0.4964051381999647,-0.7536082771129169
0.471478586,-0.514333427,0.688927053,0.8397814448473234,0.42642650864588005,-0.6991910351918926
0.403537926,-0.57512121,0.679335761,0.779528706873706,0.3552782338128492,-0.6430408906534748
0.333883611,-0.631145677,0.666237194,0.7165772148269185,0.2832716977246805,-0.5850044057752657
0.26287588,-0.682815492,0.658363752,0.6543810582594415,0.21107851353918855,-0.5290503709340678
0.190838592,-0.730479915,0.655786976,0.593236772650833,0.13892797278131824,-0.4753610439931251
0.118086281,-0.774200179,0.656645901,0.5327353360198804,0.06699737936640293,-0.42331458631988506
0.044962005,-0.813601598,0.654856478,0.4709667550907498,-0.004639948673125782,-0.37053350160844367
-0.028211581,-0.848787292,0.64440626,0.4060298353818583,-0.07600834880020851,-0.314586372810656
-0.1011406,-0.879798154,0.643547364,0.34476044618996327,-0.14596882008133266,-0.2636025500537343
-0.173550179,-0.906951989,0.632166619,0.2801261559493948,-0.21530985880548734,-0.20894588380788567
-0.24523275,-0.930697826,0.637391743,0.22209537193958365,-0.2826089073018728,-0.1624958037368331
-0.315980192,-0.951262344,0.635673892,0.162339360476115,-0.3488644714684451,-0.11409135658449016
-0.385617031,-0.968805786,0.64440626,0.10728489296617764,-0.4131047625388127,-0.0713951488653505
-0.453890352,-0.982592889,0.64440626,0.0502171863867924,-0.47590942373130196,-0.026321827163569372
-0.520525152,-0.992203344,0.630448798,-0.010520497976845844,-0.5372157184686127,0.023167900653152024
-0.585305416,-0.998009705,0.615560809,-0.07004401102743657,-0.5962648741367155,0.07131992359281591
-0.648022667,-1.0,0.607687367,-0.12531039366107982,-0.6524846386358706,0.11454034469110136
-0.708343595,-0.996845646,0.588504751,-0.18265712138664042,-0.706238662535233,0.1604000470288826
-0.765806806,-0.986906449,0.540405142,-0.24805611982966064,-0.7576883322212432,0.21603029585924116
-0.819717418,-0.966974591,0.471405066,-0.31803205901218967,-0.805271878866615,0.27701646660270873
-0.868911458,-0.931388898,0.32982607,-0.41027135972563544,-0.8494839413619454,0.3642802462486988
-0.911811701,-0.874195549,0.098274989,-0.5297357521913116,-0.8887381728835141,0.4835044246349549
-0.946846735,-0.793814155,-0.218023052,-0.6732251212760052,-0.9211157484192939,0.6311845190775871
-0.973068049,-0.695448993,-0.510700736,-0.8008188381660953,-0.9414213893383031,0.7603063437301951
-0.990316605,-0.587941618,-0.706391818,-0.8858938824815914,-0.9474899808355414,0.8401491291726213
-0.999044992,-0.47948765,-0.778040212,-0.9190595171118201,-0.9398334921999655,0.8604519089388776
-1.0,-0.375346701,-0.765800571,-0.9154384578749359,-0.9219766005455841,0.839971450128344
-0.993945994,-0.277334695,-0.704673968,-0.8883073265100265,-0.8966105637474612,0.7947098988611796
-0.98155973,-0.185538972,-0.649631384,-0.8580799774626648,-0.8670180507908612,0.7490515609935272
-0.963411388,-0.098913735,-0.591081527,-0.8217699146462847,-0.8330560783642926,0.6990193825632066
-0.939877838,-0.015677322,-0.568391668,-0.7939063512088109,-0.7966594851012041,0.6617293110071115
-0.911266014,0.065326445,-0.562236046,-0.7677679617374855,-0.7569605951866708,0.628781578766756
-0.877885613,0.144117418,-0.575334613,-0.744595696297028,-0.7143620195202652,0.6015529757727202
-0.84007053,0.220638516,-0.574475687,-0.7126770260593248,-0.6675567692574775,0.5657955926841927
-0.798123542,0.294805288,-0.590222602,-0.683300426230139,-0.618311191654538,0.5350260213536467
-0.75243409,0.365811507,-0.591081527,-0.6454200555419866,-0.5655811003799391,0.49589291168779037
-0.703359718,0.433625208,-0.588433179,-0.6034439691279693,-0.5102409079888385,0.45358358642034735
-0.651253941,0.498066053,-0.591081527,-0.5608464773026051,-0.45306216644695096,0.41218285778521313
-0.596467483,0.55913388,-0.585856403,-0.5131654351863882,-0.39371584311955654,0.36617474901208646
-0.539329202,0.616772386,-0.590222602,-0.4669816761777098,-0.33335056738987046,0.3233823838573686
-0.480207037,0.670592709,-0.584925906,-0.4156506989624814,-0.27142475937401966,0.2757092418905635
-0.41946909,0.720291952,-0.579700811,-0.36299498873212277,-0.20878936222215003,0.22767318695614774
-0.357430836,0.766363366,-0.566602245,-0.3064095435211839,-0.1452520271829091,0.17593743966835318
-0.294381671,0.808780612,-0.574475687,-0.25655139404208527,-0.08247376049262933,0.1332530919651932
-0.230644607,0.847474721,-0.560518225,-0.19823584390667703,-0.018674382118244556,0.08118930664666812
-0.166512092,0.882251057,-0.56574332,-0.14651592421718845,0.043862414785364054,0.037824839231612534
-0.102404687,0.911943497,-0.545630236,-0.08566822848368877,0.10672312658256823,-0.01579206463274832
-0.038750553,0.935933843,-0.517715253,-0.02238240545869208,0.16857009102666962,-0.07165963589552575
0.023988072,0.953602171,-0.478348011,0.044273195700433116,0.22906375070388588,-0.1309831415552538
0.085205928,0.963001991,-0.430319945,0.11278476220417959,0.287194613082389,-0.19187116400621834
0.143976136,0.960283952,-0.334192239,0.1966175733808845,0.3433879261724413,-0.27033719499177594
0.198988289,0.940190629,-0.176079005,0.2996900251103815,0.3962442383076159,-0.3708096031246394
0.248482215,0.896457736,0.071218961,0.4303515585581963,0.4444374082931165,-0.5030804739616301
0.290714731,0.827608532,0.411996284,0.5886957418973391,0.4863768110931084,-0.6676995824202032
0.324594108,0.738926349,0.717772534,0.7274200654410834,0.5157777573981622,-0.808813389321203
0.349873212,0.640058444,0.936225048,0.8274260020399099,0.531558889581303,-0.904933948657691
0.367111081,0.541114753,1.0,0.8648616328137959,0.5327028666815803,-0.9286034241100853
0.377260741,0.449030323,0.958914908,0.8585109960892253,0.5236772665586121,-0.9031709086678761
0.38135071,0.366507687,0.843604616,0.8202950129707631,0.5073492579957162,-0.8430370634837954
0.380177837,0.292526856,0.733519449,0.7795665885108367,0.48810363627881437,-0.7831573709738098
0.37430015,0.224669319,0.647913533,0.7437441800046479,0.46694835284869896,-0.7319043806997557
0.364015294,0.159931782,0.605110591,0.7196926608314497,0.4445141267452276,-0.6969929729169972
0.349514207,0.096676621,0.603321168,0.706925518523582,0.42059827983883635,-0.677516222937726
0.330944004,0.033856569,0.608546292,0.6932898362630039,0.3934983215196095,-0.6585986561289463
0.308497864,-0.02793911,0.639181166,0.6855889763279721,0.36438067232448634,-0.6484638505241374
0.282501594,-0.087637901,0.633025544,0.6616368532651757,0.33070042857375037,-0.6203851607574398
0.253281262,-0.144452938,0.638250668,0.6390990343007061,0.2952214964120547,-0.595669959781184
0.221157314,-0.198600982,0.613842958,0.6034347458430345,0.2561986110750597,-0.556622001542435
0.186355217,-0.250417848,0.626941525,0.5790741255829892,0.21703230060715484,-0.532577793852825
0.149212343,-0.299228176,0.613842958,0.5432980125611022,0.17504586323802213,-0.496103139251905
0.110144607,-0.343533878,0.610335685,0.5093760566032454,0.13260521229997596,-0.46327567988508944
0.069781633,-0.381062058,0.557869877,0.4566941670346828,0.08782019399907681,-0.4093317101071161
0.028852313,-0.409693979,0.492377075,0.39883527545342157,0.043448503992163934,-0.35070214338052663
-0.011680678,-0.426453668,0.380502485,0.3245607592269731,-0.0007599304878736918,-0.27391409500586644
-0.050764168,-0.429360794,0.230262693,0.23764545430952447,-0.043139758251033195,-0.18342216717555923
-0.087433826,-0.418538634,0.058120395,0.14483954344773797,-0.08205996513337221,-0.08698594089711224
-0.12104645,-0.396945114,-0.097416064,0.0605847297444006,-0.1155962885043687,-0.0013370186636794124
-0.151454371,-0.370144527,-0.198768864,-0.0014274667897307969,-0.1427612679748241,0.05790452552977346
-0.178949712,-0.343724155,-0.21186743,-0.02913948391953189,-0.16313083059259897,0.07692674032482788
-0.204026478,-0.321362015,-0.167346637,-0.034025469890003546,-0.17926882980896913,0.06994127751111942
-0.227231947,-0.304657113,-0.083458602,-0.023133104610155886,-0.1928236126687334,0.04548505893987706
-0.248903263,-0.292036549,0.003936736,-0.009692015709440255,-0.2055608957586094,0.019152822290894794
-0.269113969,-0.280826802,0.045880753,-0.01144098919956879,-0.21945769935107737,0.011912567942746255
-0.287831126,-0.269197797,0.060768743,-0.02171056995523618,-0.2332736289694193,0.015453912790968777
-0.304994868,-0.256483278,0.051964773,-0.03923606618690398,-0.24667655297045857,0.02817303350569772
-0.320515248,-0.24193213,0.046739679,-0.054095711528748924,-0.2581323584201778,0.03802070928966669
-0.334274547,-0.225362099,0.015317452,-0.0769422240728565,-0.26895074649764683,0.057865477752825134
-0.346248793,-0.207327097,0.002218885,-0.09168060439141162,-0.2770454515231894,0.06838306961743543
-0.356413688,-0.188153835,-0.017035273,-0.10712917722565113,-0.28364018579911154,0.08027058960622585
-0.364866486,-0.169096956,-0.024049819,-0.11672734489393716,-0.2881461125714315,0.08576620270025354
-0.371773178,-0.151123915,-0.011810178,-0.11808112724296127,-0.2905377771640082,0.08206524240156726
-0.37723797,-0.13389252,0.005654587,-0.11634305017809293,-0.29152895487062747,0.07529253135044395
-0.381260017,-0.116388942,0.007444009,-0.11905886351652673,-0.2919572798705513,0.0743983046468848
-0.38382782,-0.098293125,-0.003936736,-0.12531442072489374,-0.2916353080246521,0.07823567939598752
-0.384870501,-0.078708579,-0.012669104,-0.12933893237379773,-0.28957649988631484,0.07973399410119986
-0.384322281,-0.057830607,-0.050246923,-0.14244877841005765,-0.28728555643658427,0.09259986205798637
-0.382345218,-0.037674481,-0.056330972,-0.14299295387295435,-0.28232696208419605,0.09095676581411888
-0.379203955,-0.019924872,-0.041514555,-0.13501755225231055,-0.2757420716801757,0.07984049674572796
-0.375061818,-0.003777639,-0.003077811,-0.11767704266954515,-0.2674035307047463,0.05804752186725404
-0.369881385,0.012452575,-0.010020756,-0.1158537317036481,-0.26033495455821476,0.05535531407821587
-0.36364047,0.029336741,-0.017894198,-0.11347996550725059,-0.2522595430606721,0.052301790271221865
-0.356332252,0.046653776,-0.041514555,-0.11589975313378309,-0.24392900049590674,0.05537002123927384
-0.348075555,0.063288719,-0.045021828,-0.11026457583465882,-0.23390141747466117,0.04918308382530298
-0.33898368,0.078957501,-0.039725132,-0.10075247996428671,-0.22287546218820384,0.03878145251305373
-0.329142774,0.093774426,-0.036217888,-0.09126040158142862,-0.21142176450721564,0.02881650305224792
-0.318597143,0.108207079,-0.034500038,-0.08182535385607564,-0.19949822096255607,0.019245389817843905
-0.307356694,0.122616292,-0.044091331,-0.07589287915141191,-0.1875130157965639,0.014166515221188947
-0.295404212,0.137492302,-0.052823698,-0.06905510722023395,-0.1747749488005547,0.008194569881506991
-0.282762403,0.152309196,-0.076444055,-0.0670166994385255,-0.16216002541806637,0.008282637173507301
-0.269490417,0.166980461,-0.072077886,-0.05434655095912494,-0.14765417801854996,-0.004194797137556022
-0.255599496,0.181475724,-0.09390882,-0.05061794586173449,-0.1339031077605143,-0.005624047524036918
-0.241217622,0.194971932,-0.089542622,-0.03702006343485248,-0.11861955835070465,-0.01862261763998213
-0.22643,0.207465345,-0.089542622,-0.024659515259051357,-0.10336333803131639,-0.029823117881501104
-0.211340607,0.218796624,-0.085176423,-0.010470237676030225,-0.0878302147130326,-0.04293975254670043
-0.196031758,0.229103707,-0.080810254,0.003902466037303154,-0.07228100450538028,-0.05603965479642141
-0.180567282,0.238556383,-0.079951329,0.017138905963421963,-0.05691292625958816,-0.06758059559194257
-0.165001847,0.247290366,-0.079951329,0.03014960566827099,-0.04162218312946238,-0.07870226812747584
-0.149433132,0.254797085,-0.082528104,0.04223266018867047,-0.026667025997030885,-0.08851796918937771
-0.133931462,0.261460303,-0.068570613,0.060229641424508484,-0.011115159217390896,-0.10536609614926963
-0.118487093,0.267807824,-0.080810254,0.06871982257270068,0.003059313908060614,-0.11071910843351064
-0.10315635,0.273559382,-0.080810254,0.0815343499805445,0.0176238306376856,-0.12124194572644725
-0.087979383,0.278665652,-0.085176423,0.09264386357958788,0.031728121710774854,-0.1296684919562636
-0.073027168,0.282854597,-0.083458602,0.10576223773633316,0.0457694154068778,-0.14046493121858075
-0.058361292,0.286117993,-0.079951329,0.11928738032368537,0.05948330176603862,-0.1517205705833599
-0.043940439,0.289584643,-0.077302981,0.1322975862809155,0.07297403728864116,-0.1624785300554776
-0.029719454,0.293224528,-0.103500113,0.13472559504648202,0.0849176810542607,-0.16057195184825343
-0.015769088,0.296305299,-0.100064412,0.14762682114788497,0.0979632639959169,-0.17131827529868576
-0.002018235,0.299912299,-0.106148461,0.1569240183196741,0.11046166021419118,-0.17787182550073752
0.011478405,0.302712818,-0.131486639,0.15905670733852056,0.12166016620289477,-0.17575637362340302
0.024490426,0.303191084,-0.101782263,0.18065833342739757,0.13469827361632722,-0.19696072005716725
0.036989147,0.302636993,-0.085176423,0.19710146571808404,0.14646681713406556,-0.21198010298222436
0.049038657,0.302250604,-0.088683696,0.20590694638241952,0.15689062470821338,-0.21798087166208302
0.060662668,0.301882864,-0.103500113,0.21027341288704476,0.1663921692356391,-0.21879036144107017
0.07191546,0.302139537,-0.102641188,0.21998942721746376,0.17643483124856668,-0.22628862050268078
0.082845011,0.30259726,-0.13320449,0.21808974367951323,0.18470098462940004,-0.2199264539195815
0.0933222,0.301914505,-0.121036421,0.23124080553220971,0.19444308731670662,-0.23172046180477698
0.103273387,0.299964336,-0.114880829,0.24178129407872065,0.203207526231155,-0.24037259658547785
0.112582412,0.296374385,-0.098274989,0.25555825116730446,0.21162600051429073,-0.25292445037852185
0.12122069,0.291947795,-0.080810254,0.269084668233833,0.21934723117864674,-0.2653015651067987
0.129357427,0.288861622,-0.084317498,0.2746195848868052,0.22583963689075254,-0.2684303614213806
0.137137302,0.287103368,-0.124472122,0.26662407372320374,0.23046805512077395,-0.25557194989134485
0.144526208,0.285411078,-0.127979395,0.2715338894680573,0.23654115117942098,-0.2584406741092469
0.151522684,0.28353872,-0.134134987,0.27515946528012863,0.24210715137745895,-0.25988148267001726
0.158026486,0.280434192,-0.130627714,0.281862164820791,0.24749210090125937,-0.2650348037146679
0.163915249,0.275725054,-0.107866282,0.29500280058518213,0.252988606293302,-0.27794516376595346
