Alpha,q,delta_e,pred_y1,pred_y2,pred_y3
0.169192223,0.270471825,-0.093049895,0.3047633708085483,0.25746349240724303,-0.28692721722182696
0.173964731,0.26593658,-0.097416064,0.3071760961942187,0.2606856108614592,-0.2873444340519794
0.178257558,0.261474825,-0.115739754,0.3041482783261748,0.2628184904911778,-0.2813909358710901
0.182075123,0.257212034,-0.102641188,0.3120687230918854,0.26609092743319185,-0.2888555982527575
0.185596895,0.254520875,-0.123613197,0.30744018353685865,0.2677208831107436,-0.2815308023189427
0.18885958,0.252376194,-0.147233553,0.3016388515201298,0.2690880511494308,-0.27297192048697283
0.191823712,0.250070797,-0.141077932,0.3063390720986479,0.2716086640342655,-0.2771709579648136
0.194410323,0.246611034,-0.145444131,0.3069246581814201,0.27308372694454386,-0.2763744719105935
0.19644579,0.241199239,-0.112232481,0.320617657046045,0.2755560378464974,-0.291304384545756
0.197943529,0.235255727,-0.09390882,0.32848563211815324,0.2767373475544326,-0.29933019608381095
0.198983221,0.229715043,-0.097416064,0.3280883328526272,0.2765235919293296,-0.2976191319635332
0.19962652,0.22475101,-0.103500113,0.3264293023982532,0.27593428153367505,-0.29462325405919243
0.199958922,0.220697083,-0.111373556,0.3238643120496473,0.275141268937607,-0.2907898172603105
0.199957525,0.216344007,-0.126261545,0.31848759192352283,0.2736603622054531,-0.28364547365641746
0.199582505,0.211753424,-0.101782263,0.3270127694188557,0.2737187593323528,-0.29337806903596575
0.198930306,0.207683553,-0.117529177,0.3207819336602079,0.2716695750240991,-0.28549263938802627
0.197993976,0.203718211,-0.113162978,0.32157577002927806,0.270363609128305,-0.28620524886660725
0.196736451,0.199148225,-0.117529177,0.3189481533252598,0.26824438533343176,-0.28282040013641474
0.195108551,0.194071904,-0.09390882,0.3261159554939262,0.26706809240967017,-0.2913165173361103
0.193186905,0.189351204,-0.100064412,0.322287129468133,0.2642481864277812,-0.2867112649653004
0.190981551,0.18476464,-0.099133915,0.32077970864074346,0.2615445932036421,-0.2850343144198577
0.188493721,0.180097507,-0.099133915,0.31870020305353575,0.25853188638586433,-0.282762000123197
0.185755998,0.175754269,-0.09219097,0.3189186831642139,0.25569145680180855,-0.2834056258116202
0.182849297,0.172124447,-0.102641188,0.31271583288047433,0.2519811713498261,-0.2764744105549284
0.179781999,0.168716,-0.106148461,0.3088856082542941,0.24850434532694257,-0.27249985520923203
0.176610169,0.16598946,-0.103500113,0.3071905961747581,0.24535243756279373,-0.2712439589598951
0.17342174,0.164161549,-0.119246998,0.29883980913145647,0.2414490533479445,-0.26210068375956186
0.170131866,0.161624513,-0.122754271,0.2948235396246442,0.23792681271276359,-0.25811777605967784
0.166588525,0.157490812,-0.095698243,0.30163078503735463,0.23538645313319947,-0.2670469559639132
0.162834368,0.153423414,-0.074726205,0.3060650911210589,0.23237573287373442,-0.27320327976341213
0.158965025,0.150007293,-0.091260472,0.2968608504624589,0.22755550639609928,-0.2630480894293259
0.155032469,0.147473488,-0.086035348,0.29546035658897046,0.22388912530270164,-0.26246477858086975
0.151173651,0.146353984,-0.10879678,0.2840164935010736,0.21917522650750002,-0.24995104566465187
0.147372783,0.145449032,-0.118388073,0.27737636367146223,0.21518928247247365,-0.2432430709971194
0.14363308,0.144823854,-0.109655705,0.27740341800055873,0.21219566835714365,-0.2445975815505269
0.140003691,0.144628445,-0.121036421,0.27026052203878337,0.2083979479528935,-0.23732542929981346
0.136517293,0.145081516,-0.116670252,0.2689228190339744,0.2056039697248125,-0.23710062116144784
0.133205136,0.145833806,-0.134134987,0.25984835341733264,0.20195635179957788,-0.22752138685688314
0.129996275,0.146194149,-0.121036421,0.261895610657207,0.19981574671686375,-0.23126107679280858
0.126858293,0.14603117,-0.120105923,0.2596086332533721,0.19705613327242433,-0.22966592222045296
0.12375247,0.145521031,-0.103500113,0.2630083649188004,0.19502560606588862,-0.2348665693374839
0.120755627,0.145643861,-0.107007357,0.2592370420731053,0.19222512543426007,-0.23147045873134153
0.11791948,0.146446178,-0.116670252,0.25337744172208176,0.18938613280273808,-0.2255969367108147
0.115174675,0.146667523,-0.121895346,0.2491965323012937,0.18674238467172843,-0.22162613717680507
0.112460535,0.146420944,-0.098274989,0.2554563776770896,0.18544477861934205,-0.2301687556001255
0.109812563,0.14619711,-0.106148461,0.250400167898932,0.18268072915327327,-0.22503798280025927
0.107245442,0.1463558,-0.095698243,0.2520276077119603,0.1809442947643409,-0.2279976430119846
0.104920484,0.148181276,-0.113162978,0.24377831336347902,0.17835674043134822,-0.219202305218306
0.102850974,0.150457768,-0.137570688,0.2332356657499948,0.17573656125419002,-0.20761170958928565
0.100913574,0.151874295,-0.123613197,0.23665582964037896,0.1749462736468338,-0.21268585143537544
0.099068069,0.152699225,-0.113162978,0.23888644788681548,0.17396415991221206,-0.21620063828254266
0.097311666,0.153393079,-0.106148461,0.2399510274223078,0.17287129717525512,-0.2182551361061342
0.095619645,0.153724804,-0.107866282,0.23791646828000124,0.1713485009814961,-0.21649165760972514
0.094019551,0.154488517,-0.094767716,0.24130844761287182,0.17070145003391707,-0.22130531015202198
0.092614909,0.156184772,-0.117529177,0.23191594922989367,0.16864856947793117,-0.21076268696256575
0.091394675,0.15820568,-0.118388073,0.23058587222733004,0.16787861257265485,-0.20992588199050424
0.090346374,0.160142648,-0.125402619,0.22717691076576207,0.16694734402649902,-0.20650328071137256
