a,q,delta e,cd
0.263884722,0.30902477,-0.05,0.07406535
0.263937963,0.308787082,-0.05,0.074075072
0.263990945,0.308549034,-0.05,0.074084746
0.264043667,0.308310629,-0.05,0.074094374
0.264096131,0.308071869,-0.05,0.074103953
0.264148334,0.307832757,-0.05,0.074113486
0.264200279,0.307593295,-0.05,0.074122971
0.264251964,0.307353487,-0.05,0.074132409
0.264303389,0.307113334,-0.05,0.074141799
0.264354555,0.306872839,-0.05,0.074151142
0.264405461,0.306632005,-0.05,0.074160437
0.264456107,0.306390834,-0.05,0.074169685
0.264506494,0.306149328,-0.05,0.074178886
0.264556621,0.305907491,-0.05,0.074188039
0.264606487,0.305665325,-0.05,0.074197145
0.264656094,0.305422832,-0.05,0.074206203
0.264705441,0.305180015,-0.05,0.074215213
0.264754527,0.304936876,-0.05,0.074224177
0.264803354,0.304693419,-0.05,0.074233092
0.26485192,0.304449644,-0.05,0.074241961
0.264900227,0.304205556,-0.05,0.074250781
0.264948273,0.303961157,-0.05,0.074259555
0.264996059,0.303716448,-0.05,0.07426828
0.265043584,0.303471433,-0.05,0.074276958
0.265090849,0.303226115,-0.05,0.074285589
0.265137854,0.302980495,-0.05,0.074294172
0.265184599,0.302734576,-0.05,0.074302708
0.265231083,0.302488361,-0.05,0.074311196
0.265277307,0.302241852,-0.05,0.074319636
0.265323271,0.301995052,-0.05,0.074328029
0.265368974,0.301747963,-0.05,0.074336375
0.265414416,0.301500589,-0.05,0.074344672
0.265459599,0.30125293,-0.05,0.074352923
0.265504521,0.301004991,-0.05,0.074361125
0.265549182,0.300756773,-0.05,0.074369281
0.265593583,0.300508279,-0.05,0.074377388
0.265637723,0.300259511,-0.05,0.074385448
0.265681604,0.300010472,-0.05,0.074393461
0.265725223,0.299761165,-0.05,0.074401426
0.265768583,0.299511592,-0.05,0.074409343
0.265811682,0.299261755,-0.05,0.074417213
0.26585452,0.299011657,-0.05,0.074425035
0.265897098,0.298761301,-0.05,0.07443281
0.265939416,0.298510689,-0.05,0.074440537
0.265981473,0.298259824,-0.05,0.074448217
0.266023271,0.298008707,-0.05,0.074455849
0.266064808,0.297757342,-0.05,0.074463434
0.266106084,0.297505732,-0.05,0.074470971
0.266147101,0.297253877,-0.05,0.074478461
0.266187857,0.297001782,-0.05,0.074485903
0.266228353,0.296749448,-0.05,0.074493297
0.266268589,0.296496879,-0.05,0.074500644
0.266308565,0.296244076,-0.05,0.074507944
0.26634828,0.295991042,-0.05,0.074515196
0.266387736,0.295737779,-0.05,0.074522401
0.266426932,0.295484291,-0.05,0.074529558
0.266465868,0.295230579,-0.05,0.074536667
0.266504544,0.294976646,-0.05,0.07454373
0.26654296,0.294722495,-0.05,0.074550745
0.266581117,0.294468127,-0.05,0.074557712
0.266619014,0.294213546,-0.05,0.074564632
0.266656651,0.293958754,-0.05,0.074571504
0.266694029,0.293703754,-0.05,0.07457833
0.266731147,0.293448547,-0.05,0.074585107
0.266768005,0.293193136,-0.05,0.074591838
0.266804605,0.292937525,-0.05,0.074598521
0.266840945,0.292681714,-0.05,0.074605157
0.266877026,0.292425708,-0.05,0.074611745
0.266912847,0.292169507,-0.05,0.074618286
0.26694841,0.291913116,-0.05,0.07462478
0.266983713,0.291656535,-0.05,0.074631226
0.267018758,0.291399768,-0.05,0.074637625
0.267053544,0.291142818,-0.05,0.074643977
0.267088071,0.290885685,-0.05,0.074650282
0.267122339,0.290628374,-0.05,0.074656539
0.267156349,0.290370886,-0.05,0.074662749
0.2671901,0.290113224,-0.05,0.074668912
0.267223593,0.289855391,-0.05,0.074675028
0.267256828,0.289597388,-0.05,0.074681097
0.267289804,0.289339218,-0.05,0.074687118
0.267322523,0.289080884,-0.05,0.074693093
0.267354983,0.288822388,-0.05,0.07469902
0.267387186,0.288563733,-0.05,0.0747049
0.267419131,0.28830492,-0.05,0.074710733
0.267450818,0.288045953,-0.05,0.074716519
0.267482247,0.287786834,-0.05,0.074722258
0.267513419,0.287527565,-0.05,0.07472795
0.267544334,0.287268149,-0.05,0.074733595
0.267574992,0.287008588,-0.05,0.074739194
0.267605392,0.286748884,-0.05,0.074744745
0.267635536,0.286489041,-0.05,0.074750249
0.267665423,0.286229059,-0.05,0.074755706
0.267695053,0.285968943,-0.05,0.074761117
0.267724426,0.285708694,-0.05,0.07476648
0.267753543,0.285448314,-0.05,0.074771797
0.267782404,0.285187806,-0.05,0.074777067
0.267811009,0.284927173,-0.05,0.07478229
0.267839357,0.284666417,-0.05,0.074787467
0.26786745,0.284405539,-0.05,0.074792596
0.267895287,0.284144544,-0.05,0.074797679
0.267922868,0.283883432,-0.05,0.074802716
0.267950194,0.283622207,-0.05,0.074807705
0.267977264,0.28336087,-0.05,0.074812648
0.268004079,0.283099425,-0.05,0.074817545
0.26803064,0.282837873,-0.05,0.074822395
0.268056945,0.282576217,-0.05,0.074827198
0.268082996,0.28231446,-0.05,0.074831955
0.268108792,0.282052603,-0.05,0.074836665
0.268134334,0.281790649,-0.05,0.074841329
0.268159621,0.281528601,-0.05,0.074845947
0.268184655,0.281266461,-0.05,0.074850518
0.268209435,0.28100423,-0.05,0.074855043
0.26823396,0.280741912,-0.05,0.074859521
0.268258233,0.28047951,-0.05,0.074863953
0.268282252,0.280217024,-0.05,0.074868339
0.268306017,0.279954458,-0.05,0.074872679
0.26832953,0.279691814,-0.05,0.074876972
0.26835279,0.279429094,-0.05,0.074881219
0.268375797,0.279166301,-0.05,0.074885421
0.268398552,0.278903436,-0.05,0.074889576
0.268421054,0.278640504,-0.05,0.074893685
0.268443305,0.278377504,-0.05,0.074897747
0.268465303,0.278114441,-0.05,0.074901764
0.26848705,0.277851316,-0.05,0.074905735
0.268508545,0.277588132,-0.05,0.07490966
0.268529788,0.277324891,-0.05,0.074913539
0.268550781,0.277061595,-0.05,0.074917373
0.268571522,0.276798247,-0.05,0.07492116
0.268592013,0.276534848,-0.05,0.074924902
0.268612254,0.276271402,-0.05,0.074928598
0.268632244,0.276007911,-0.05,0.074932248
0.268651983,0.275744376,-0.05,0.074935852
0.268671473,0.275480801,-0.05,0.074939411
0.268690713,0.275217187,-0.05,0.074942924
0.268709704,0.274953537,-0.05,0.074946392
0.268728445,0.274689853,-0.05,0.074949814
0.268746937,0.274426137,-0.05,0.074953191
0.268765181,0.274162392,-0.05,0.074956522
0.268783176,0.27389862,-0.05,0.074959808
0.268800922,0.273634823,-0.05,0.074963048
0.26881842,0.273371003,-0.05,0.074966243
0.26883567,0.273107164,-0.05,0.074969393
0.268852673,0.272843306,-0.05,0.074972498
0.268869427,0.272579433,-0.05,0.074975557
0.268885935,0.272315546,-0.05,0.074978572
0.268902195,0.272051648,-0.05,0.074981541
0.268918209,0.271787742,-0.05,0.074984465
0.268933976,0.271523828,-0.05,0.074987344
0.268949497,0.271259911,-0.05,0.074990178
0.268964772,0.270995991,-0.05,0.074992967
0.268979801,0.270732071,-0.05,0.074995712
0.268994584,0.270468154,-0.05,0.074998411
0.269009121,0.270204241,-0.05,0.075001066
0.269023414,0.269940335,-0.05,0.075003675
0.269037462,0.269676438,-0.05,0.075006241
0.269051265,0.269412552,-0.05,0.075008761
0.269064824,0.26914868,-0.05,0.075011237
0.269078139,0.268884824,-0.05,0.075013668
0.26909121,0.268620986,-0.05,0.075016055
0.269104037,0.268357168,-0.05,0.075018397
0.269116621,0.268093372,-0.05,0.075020695
0.269128962,0.267829601,-0.05,0.075022948
0.26914106,0.267565856,-0.05,0.075025157
0.269152915,0.267302141,-0.05,0.075027322
0.269164528,0.267038457,-0.05,0.075029443
0.269175899,0.266774806,-0.05,0.075031519
0.269187029,0.266511191,-0.05,0.075033551
0.269197917,0.266247614,-0.05,0.07503554
0.269208564,0.265984077,-0.05,0.075037484
0.26921897,0.265720581,-0.05,0.075039384
0.269229135,0.26545713,-0.05,0.07504124
0.26923906,0.265193726,-0.05,0.075043052
0.269248744,0.26493037,-0.05,0.075044821
0.269258189,0.264667065,-0.05,0.075046545
0.269267395,0.264403814,-0.05,0.075048226
0.269276361,0.264140617,-0.05,0.075049864
0.269285089,0.263877477,-0.05,0.075051457
0.269293577,0.263614397,-0.05,0.075053007
0.269301828,0.263351379,-0.05,0.075054514
0.26930984,0.263088424,-0.05,0.075055977
0.269317615,0.262825536,-0.05,0.075057396
0.269325152,0.262562715,-0.05,0.075058773
0.269332452,0.262299964,-0.05,0.075060106
0.269339515,0.262037286,-0.05,0.075061395
0.269346341,0.261774682,-0.05,0.075062642
0.269352931,0.261512155,-0.05,0.075063845
0.269359286,0.261249706,-0.05,0.075065006
0.269365404,0.260987338,-0.05,0.075066123
0.269371288,0.260725053,-0.05,0.075067197
0.269376936,0.260462853,-0.05,0.075068229
0.26938235,0.26020074,-0.05,0.075069217
0.269387529,0.259938716,-0.05,0.075070163
0.269392474,0.259676783,-0.05,0.075071066
0.269397185,0.259414944,-0.05,0.075071926
0.269401663,0.2591532,-0.05,0.075072744
0.269405908,0.258891554,-0.05,0.075073519
0.26940992,0.258630007,-0.05,0.075074251
0.269413699,0.258368562,-0.05,0.075074941
0.269417247,0.258107221,-0.05,0.075075589
0.269420562,0.257845985,-0.05,0.075076195
0.269423646,0.257584857,-0.05,0.075076758
0.269426499,0.25732384,-0.05,0.075077279
0.269429121,0.257062934,-0.05,0.075077757
0.269431512,0.256802142,-0.05,0.075078194
0.269433674,0.256541466,-0.05,0.075078589
0.269435605,0.256280909,-0.05,0.075078941
0.269437307,0.256020471,-0.05,0.075079252
0.26943878,0.255760156,-0.05,0.075079521
0.269440024,0.255499965,-0.05,0.075079748
0.269441039,0.2552399,-0.05,0.075079934
0.269441827,0.254979963,-0.05,0.075080078
0.269442386,0.254720157,-0.05,0.07508018
0.269442718,0.254460483,-0.05,0.07508024
0.269442823,0.254200943,-0.05,0.07508026
0.269442702,0.25394154,-0.05,0.075080237
0.269442354,0.253682275,-0.05,0.075080174
0.269441779,0.25342315,-0.05,0.075080069
0.26944098,0.253164167,-0.05,0.075079923
0.269439954,0.252905329,-0.05,0.075079736
0.269438704,0.252646636,-0.05,0.075079507
0.26943723,0.252388092,-0.05,0.075079238
0.269435531,0.252129699,-0.05,0.075078928
0.269433608,0.251871457,-0.05,0.075078577
0.269431461,0.25161337,-0.05,0.075078185
0.269429092,0.251355438,-0.05,0.075077752
0.269426499,0.251097665,-0.05,0.075077279
0.269423685,0.250840052,-0.05,0.075076765
0.269420648,0.2505826,-0.05,0.07507621
0.269417389,0.250325313,-0.05,0.075075615
0.269413909,0.250068191,-0.05,0.07507498
0.269410209,0.249811237,-0.05,0.075074304
0.269406287,0.249554453,-0.05,0.075073588
0.269402146,0.24929784,-0.05,0.075072832
0.269397784,0.249041401,-0.05,0.075072035
0.269393204,0.248785138,-0.05,0.075071199
0.269388404,0.248529051,-0.05,0.075070323
0.269383385,0.248273144,-0.05,0.075069406
0.269378149,0.248017418,-0.05,0.07506845
0.269372694,0.247761876,-0.05,0.075067454
0.269367022,0.247506518,-0.05,0.075066418
0.269361132,0.247251347,-0.05,0.075065343
0.269355026,0.246996365,-0.05,0.075064228
0.269348704,0.246741573,-0.05,0.075063073
0.269342165,0.246486974,-0.05,0.075061879
0.269335412,0.24623257,-0.05,0.075060646
0.269328442,0.245978361,-0.05,0.075059374
0.269321258,0.245724351,-0.05,0.075058062
0.26931386,0.245470541,-0.05,0.075056711
0.269306248,0.245216932,-0.05,0.075055321
0.269298422,0.244963528,-0.05,0.075053892
0.269290383,0.244710328,-0.05,0.075052424
0.269282131,0.244457336,-0.05,0.075050917
0.269273667,0.244204553,-0.05,0.075049372
0.269264991,0.243951982,-0.05,0.075047787
0.269256103,0.243699623,-0.05,0.075046164
0.269247004,0.243447479,-0.05,0.075044503
0.269237695,0.243195551,-0.05,0.075042803
0.269228175,0.242943841,-0.05,0.075041065
0.269218445,0.242692352,-0.05,0.075039288
0.269208506,0.242441085,-0.05,0.075037473
0.269198357,0.242190041,-0.05,0.07503562
0.269188,0.241939223,-0.05,0.075033729
0.269177435,0.241688632,-0.05,0.0750318
0.269166661,0.24143827,-0.05,0.075029832
0.26915568,0.241188139,-0.05,0.075027827
0.269144493,0.240938241,-0.05,0.075025784
0.269133098,0.240688577,-0.05,0.075023704
0.269121498,0.240439149,-0.05,0.075021586
0.269109692,0.240189959,-0.05,0.07501943
0.26909768,0.239941009,-0.05,0.075017236
0.269085464,0.2396923,-0.05,0.075015006
0.269073043,0.239443834,-0.05,0.075012738
0.269060418,0.239195614,-0.05,0.075010432
0.269047589,0.23894764,-0.05,0.07500809
0.269034557,0.238699914,-0.05,0.07500571
0.269021323,0.238452439,-0.05,0.075003294
0.269007886,0.238205215,-0.05,0.07500084
0.268994247,0.237958245,-0.05,0.07499835
0.268980407,0.23771153,-0.05,0.074995822
0.268966366,0.237465072,-0.05,0.074993258
0.268952124,0.237218873,-0.05,0.074990658
0.268937683,0.236972934,-0.05,0.074988021
0.268923041,0.236727257,-0.05,0.074985347
0.2689082,0.236481844,-0.05,0.074982637
0.268893161,0.236236697,-0.05,0.074979891
0.268877923,0.235991816,-0.05,0.074977109
0.268862487,0.235747205,-0.05,0.07497429
0.268846854,0.235502863,-0.05,0.074971435
0.268831023,0.235258794,-0.05,0.074968545
0.268814996,0.235014999,-0.05,0.074965618
0.268798773,0.234771479,-0.05,0.074962656
0.268782354,0.234528236,-0.05,0.074959658
0.26876574,0.234285272,-0.05,0.074956624
0.268748932,0.234042589,-0.05,0.074953555
0.268731929,0.233800187,-0.05,0.07495045
0.268714732,0.233558069,-0.05,0.07494731
0.268697341,0.233316236,-0.05,0.074944135
0.268679758,0.23307469,-0.05,0.074940924
0.268661982,0.232833433,-0.05,0.074937678
0.268644014,0.232592465,-0.05,0.074934397
0.268625855,0.23235179,-0.05,0.074931081
0.268607504,0.232111408,-0.05,0.07492773
0.268588963,0.23187132,-0.05,0.074924345
0.268570231,0.231631529,-0.05,0.074920924
0.26855131,0.231392036,-0.05,0.074917469
0.2685322,0.231152843,-0.05,0.07491398
0.268512901,0.230913951,-0.05,0.074910456
0.268493413,0.230675362,-0.05,0.074906897
0.268473738,0.230437077,-0.05,0.074903304
0.268453875,0.230199098,-0.05,0.074899678
0.268433825,0.229961427,-0.05,0.074896016
0.268413589,0.229724064,-0.05,0.074892321
0.268393167,0.229487012,-0.05,0.074888592
0.268372559,0.229250272,-0.05,0.074884829
0.268351766,0.229013846,-0.05,0.074881032
0.268330789,0.228777735,-0.05,0.074877202
0.268309627,0.228541941,-0.05,0.074873338
0.268288282,0.228306465,-0.05,0.07486944
0.268266754,0.228071308,-0.05,0.074865509
0.268245043,0.227836473,-0.05,0.074861545
0.26822315,0.227601961,-0.05,0.074857547
0.268201075,0.227367773,-0.05,0.074853516
0.268178819,0.22713391,-0.05,0.074849452
0.268156383,0.226900375,-0.05,0.074845355
0.268133766,0.226667168,-0.05,0.074841226
0.268110969,0.226434292,-0.05,0.074837063
0.268087993,0.226201747,-0.05,0.074832868
0.268064838,0.225969535,-0.05,0.074828639
0.268041505,0.225737658,-0.05,0.074824379
0.268017994,0.225506117,-0.05,0.074820086
0.267994306,0.225274913,-0.05,0.07481576
0.26797044,0.225044048,-0.05,0.074811402
0.267946399,0.224813524,-0.05,0.074807012
0.267922181,0.224583341,-0.05,0.07480259
0.267897789,0.224353502,-0.05,0.074798136
0.267873221,0.224124007,-0.05,0.07479365
0.267848479,0.223894858,-0.05,0.074789132
0.267823563,0.223666057,-0.05,0.074784583
0.267798473,0.223437605,-0.05,0.074780001
0.267773211,0.223209503,-0.05,0.074775388
0.267747776,0.222981752,-0.05,0.074770744
0.26772217,0.222754355,-0.05,0.074766068
0.267696391,0.222527312,-0.05,0.074761361
0.267670442,0.222300625,-0.05,0.074756623
0.267644323,0.222074296,-0.05,0.074751853
0.267618034,0.221848325,-0.05,0.074747053
0.267591575,0.221622713,-0.05,0.074742222
0.267564947,0.221397464,-0.05,0.074737359
0.267538151,0.221172577,-0.05,0.074732466
0.267511187,0.220948054,-0.05,0.074727543
0.267484055,0.220723896,-0.05,0.074722588
0.267456757,0.220500105,-0.05,0.074717604
0.267429292,0.220276682,-0.05,0.074712589
0.267401661,0.220053629,-0.05,0.074707543
0.267373865,0.219830946,-0.05,0.074702468
0.267345904,0.219608636,-0.05,0.074697362
0.267317779,0.219386698,-0.05,0.074692226
0.26728949,0.219165136,-0.05,0.074687061
0.267261037,0.218943949,-0.05,0.074681865
0.267232422,0.21872314,-0.05,0.07467664
0.267203644,0.218502709,-0.05,0.074671385
0.267174704,0.218282658,-0.05,0.074666101
0.267145603,0.218062988,-0.05,0.074660787
0.267116342,0.217843701,-0.05,0.074655444
0.26708692,0.217624797,-0.05,0.074650072
0.267057338,0.217406279,-0.05,0.07464467
0.267027597,0.217188146,-0.05,0.074639239
0.266997697,0.216970401,-0.05,0.07463378
0.266967639,0.216753045,-0.05,0.074628291
0.266937424,0.216536078,-0.05,0.074622774
0.266907051,0.216319503,-0.05,0.074617227
0.266876521,0.216103321,-0.05,0.074611653
0.266845836,0.215887532,-0.05,0.07460605
0.266814994,0.215672137,-0.05,0.074600418
0.266783998,0.215457139,-0.05,0.074594758
0.266752847,0.215242539,-0.05,0.07458907
0.266721542,0.215028337,-0.05,0.074583354
0.266690083,0.214814534,-0.05,0.074577609
0.266658472,0.214601133,-0.05,0.074571837
0.266626707,0.214388133,-0.05,0.074566037
0.266594791,0.214175537,-0.05,0.074560209
0.266562724,0.213963346,-0.05,0.074554353
0.266530505,0.21375156,-0.05,0.07454847
0.266498136,0.213540181,-0.05,0.07454256
0.266465617,0.21332921,-0.05,0.074536622
0.266432949,0.213118648,-0.05,0.074530657
0.266400132,0.212908497,-0.05,0.074524664
0.266367167,0.212698757,-0.05,0.074518645
0.266334054,0.212489429,-0.05,0.074512598
0.266300794,0.212280515,-0.05,0.074506525
0.266267387,0.212072017,-0.05,0.074500425
0.266233834,0.211863934,-0.05,0.074494298
0.266200135,0.211656268,-0.05,0.074488145
0.266166291,0.211449021,-0.05,0.074481965
0.266132302,0.211242192,-0.05,0.074475758
0.26609817,0.211035785,-0.05,0.074469526
0.266063894,0.210829799,-0.05,0.074463267
0.266029475,0.210624235,-0.05,0.074456982
0.265994913,0.210419096,-0.05,0.074450671
0.26596021,0.210214381,-0.05,0.074444334
0.265925365,0.210010092,-0.05,0.074437972
0.265890379,0.20980623,-0.05,0.074431583
0.265855253,0.209602796,-0.05,0.074425169
0.265819987,0.209399791,-0.05,0.07441873
0.265784582,0.209197217,-0.05,0.074412265
0.265749038,0.208995073,-0.05,0.074405774
0.265713357,0.208793362,-0.05,0.074399259
0.265677537,0.208592084,-0.05,0.074392718
0.26564158,0.208391241,-0.05,0.074386153
0.265605487,0.208190833,-0.05,0.074379562
0.265569258,0.207990861,-0.05,0.074372946
0.265532893,0.207791327,-0.05,0.074366306
0.265496393,0.207592231,-0.05,0.074359641
0.265459759,0.207393574,-0.05,0.074352952
0.265422991,0.207195358,-0.05,0.074346238
0.26538609,0.206997584,-0.05,0.0743395
0.265349056,0.206800251,-0.05,0.074332738
0.265311889,0.206603363,-0.05,0.074325951
0.265274591,0.206406918,-0.05,0.07431914
0.265237162,0.206210919,-0.05,0.074312306
0.265199602,0.206015367,-0.05,0.074305447
0.265161912,0.205820261,-0.05,0.074298565
0.265124093,0.205625604,-0.05,0.074291659
0.265086145,0.205431396,-0.05,0.07428473
0.265048068,0.205237638,-0.05,0.074277777
0.265009863,0.205044332,-0.05,0.074270801
0.264971531,0.204851477,-0.05,0.074263802
0.264933072,0.204659075,-0.05,0.074256779
0.264894487,0.204467127,-0.05,0.074249733
0.264855776,0.204275634,-0.05,0.074242665
0.26481694,0.204084597,-0.05,0.074235573
0.264777979,0.203894017,-0.05,0.074228459
0.264738894,0.203703894,-0.05,0.074221322
0.264699686,0.203514229,-0.05,0.074214163
0.264660354,0.203325024,-0.05,0.074206981
0.264620901,0.203136279,-0.05,0.074199776
0.264581325,0.202947995,-0.05,0.07419255
0.264541628,0.202760173,-0.05,0.074185301
0.26450181,0.202572814,-0.05,0.074178031
0.264461872,0.202385918,-0.05,0.074170738
0.264421814,0.202199487,-0.05,0.074163423
0.264381637,0.202013522,-0.05,0.074156087
0.264341342,0.201828023,-0.05,0.074148729
0.264300928,0.201642991,-0.05,0.074141349
0.264260397,0.201458427,-0.05,0.074133948
0.264219749,0.201274332,-0.05,0.074126526
0.264178984,0.201090706,-0.05,0.074119083
0.264138104,0.200907551,-0.05,0.074111618
0.264097108,0.200724867,-0.05,0.074104132
0.264055998,0.200542656,-0.05,0.074096625
0.264014773,0.200360917,-0.05,0.074089098
0.263973435,0.200179651,-0.05,0.074081549
0.263931984,0.199998861,-0.05,0.07407398
0.26389042,0.199818545,-0.05,0.074066391
0.263848744,0.199638706,-0.05,0.074058781
0.263806956,0.199459344,-0.05,0.07405115
0.263765058,0.199280459,-0.05,0.0740435
0.263723049,0.199102052,-0.05,0.074035829
0.263680931,0.198924125,-0.05,0.074028138
0.263638703,0.198746677,-0.05,0.074020427
0.263596367,0.19856971,-0.05,0.074012697
0.263553922,0.198393225,-0.05,0.074004946
0.26351137,0.198217222,-0.05,0.073997176
0.263468711,0.198041701,-0.05,0.073989387
0.263425945,0.197866665,-0.05,0.073981578
0.263383074,0.197692112,-0.05,0.073973749
0.263340097,0.197518045,-0.05,0.073965902
0.263297015,0.197344463,-0.05,0.073958035
0.263253829,0.197171368,-0.05,0.073950149
0.263210539,0.19699876,-0.05,0.073942244
0.263167146,0.19682664,-0.05,0.073934321
0.26312365,0.196655008,-0.05,0.073926379
0.263080053,0.196483866,-0.05,0.073918418
0.263036354,0.196313214,-0.05,0.073910438
0.262992554,0.196143052,-0.05,0.07390244
0.262948653,0.195973382,-0.05,0.073894424
0.262904653,0.195804203,-0.05,0.07388639
0.262860553,0.195635517,-0.05,0.073878337
0.262816355,0.195467325,-0.05,0.073870266
0.262772058,0.195299626,-0.05,0.073862178
0.262727664,0.195132422,-0.05,0.073854071
0.262683173,0.194965713,-0.05,0.073845947
0.262638585,0.1947995,-0.05,0.073837806
0.262593901,0.194633783,-0.05,0.073829646
0.262549122,0.194468563,-0.05,0.07382147
0.262504248,0.194303841,-0.05,0.073813276
0.26245928,0.194139618,-0.05,0.073805065
0.262414218,0.193975893,-0.05,0.073796836
0.262369063,0.193812668,-0.05,0.073788591
0.262323815,0.193649943,-0.05,0.073780329
0.262278475,0.193487719,-0.05,0.07377205
0.262233043,0.193325996,-0.05,0.073763754
0.262187521,0.193164774,-0.05,0.073755441
0.262141908,0.193004056,-0.05,0.073747112
0.262096205,0.19284384,-0.05,0.073738767
0.262050413,0.192684128,-0.05,0.073730405
0.262004532,0.19252492,-0.05,0.073722028
0.261958563,0.192366216,-0.05,0.073713634
0.261912507,0.192208018,-0.05,0.073705224
0.261866363,0.192050326,-0.05,0.073696798
0.261820132,0.19189314,-0.05,0.073688356
0.261773816,0.191736461,-0.05,0.073679899
0.261727414,0.191580289,-0.05,0.073671426
0.261680928,0.191424625,-0.05,0.073662937
0.261634357,0.191269469,-0.05,0.073654434
0.261587702,0.191114823,-0.05,0.073645914
0.261540964,0.190960685,-0.05,0.07363738
0.261494143,0.190807058,-0.05,0.073628831
0.26144724,0.190653941,-0.05,0.073620266
0.261400256,0.190501335,-0.05,0.073611687
0.26135319,0.190349241,-0.05,0.073603093
0.261306045,0.190197658,-0.05,0.073594484
0.261258819,0.190046587,-0.05,0.07358586
0.261211514,0.18989603,-0.05,0.073577222
0.26116413,0.189745985,-0.05,0.07356857
0.261116668,0.189596455,-0.05,0.073559903
0.261069128,0.189447438,-0.05,0.073551223
0.261021511,0.189298936,-0.05,0.073542528
0.260973817,0.18915095,-0.05,0.073533819
0.260926047,0.189003478,-0.05,0.073525096
0.260878202,0.188856523,-0.05,0.07351636
0.260830282,0.188710084,-0.05,0.07350761
0.260782288,0.188564162,-0.05,0.073498846
0.260734219,0.188418757,-0.05,0.073490068
0.260686078,0.188273869,-0.05,0.073481278
0.260637863,0.1881295,-0.05,0.073472474
0.260589577,0.187985649,-0.05,0.073463657
0.260541219,0.187842317,-0.05,0.073454827
0.260492789,0.187699504,-0.05,0.073445983
0.26044429,0.18755721,-0.05,0.073437127
0.26039572,0.187415436,-0.05,0.073428258
0.26034708,0.187274183,-0.05,0.073419377
0.260298372,0.187133451,-0.05,0.073410483
0.260249596,0.186993239,-0.05,0.073401576
0.260200752,0.186853549,-0.05,0.073392657
0.26015184,0.186714381,-0.05,0.073383726
0.260102862,0.186575735,-0.05,0.073374783
0.260053818,0.186437611,-0.05,0.073365827
0.260004708,0.18630001,-0.05,0.07335686
0.259955533,0.186162932,-0.05,0.07334788
0.259906293,0.186026378,-0.05,0.073338889
0.25985699,0.185890347,-0.05,0.073329886
0.259807623,0.185754841,-0.05,0.073320872
0.259758193,0.185619858,-0.05,0.073311846
0.259708701,0.185485401,-0.05,0.073302809
0.259659148,0.185351469,-0.05,0.07329376
0.259609533,0.185218061,-0.05,0.073284701
0.259559857,0.18508518,-0.05,0.07327563
0.259510121,0.184952824,-0.05,0.073266548
0.259460326,0.184820995,-0.05,0.073257455
0.259410471,0.184689692,-0.05,0.073248352
0.259360558,0.184558915,-0.05,0.073239238
0.259310588,0.184428666,-0.05,0.073230113
0.259260559,0.184298944,-0.05,0.073220978
0.259210474,0.184169749,-0.05,0.073211833
0.259160333,0.184041082,-0.05,0.073202677
0.259110135,0.183912943,-0.05,0.073193511
0.259059883,0.183785332,-0.05,0.073184335
0.259009576,0.18365825,-0.05,0.073175149
0.258959214,0.183531696,-0.05,0.073165953
0.258908799,0.183405671,-0.05,0.073156747
0.258858331,0.183280175,-0.05,0.073147531
0.258807811,0.183155209,-0.05,0.073138306
0.258757238,0.183030772,-0.05,0.073129072
0.258706614,0.182906865,-0.05,0.073119828
0.258655939,0.182783488,-0.05,0.073110575
0.258605214,0.182660641,-0.05,0.073101312
0.258554439,0.182538324,-0.05,0.073092041
0.258503615,0.182416538,-0.05,0.07308276
0.258452741,0.182295283,-0.05,0.073073471
0.25840182,0.182174558,-0.05,0.073064172
0.258350851,0.182054364,-0.05,0.073054865
0.258299835,0.181934702,-0.05,0.07304555
0.258248772,0.181815571,-0.05,0.073036226
0.258197663,0.181696972,-0.05,0.073026893
0.258146509,0.181578904,-0.05,0.073017552
0.258095309,0.181461368,-0.05,0.073008203
0.258044065,0.181344364,-0.05,0.072998846
0.257992778,0.181227892,-0.05,0.072989481
0.257941446,0.181111952,-0.05,0.072980108
0.257890072,0.180996544,-0.05,0.072970727
0.257838656,0.180881669,-0.05,0.072961339
0.257787198,0.180767327,-0.05,0.072951942
0.257735698,0.180653517,-0.05,0.072942539
0.257684158,0.18054024,-0.05,0.072933127
0.257632578,0.180427496,-0.05,0.072923709
0.257580958,0.180315284,-0.05,0.072914283
0.257529299,0.180203606,-0.05,0.07290485
0.257477601,0.180092461,-0.05,0.07289541
0.257425865,0.179981849,-0.05,0.072885963
0.257374092,0.179871771,-0.05,0.072876509
0.257322281,0.179762226,-0.05,0.072867049
0.257270434,0.179653214,-0.05,0.072857581
0.257218551,0.179544736,-0.05,0.072848107
0.257166633,0.179436791,-0.05,0.072838627
0.25711468,0.17932938,-0.05,0.072829141
0.257062692,0.179222503,-0.05,0.072819648
0.257010671,0.179116159,-0.05,0.072810149
0.256958616,0.179010349,-0.05,0.072800643
0.256906529,0.178905073,-0.05,0.072791132
0.256854409,0.178800331,-0.05,0.072781615
0.256802257,0.178696122,-0.05,0.072772092
0.256750074,0.178592447,-0.05,0.072762564
0.256697861,0.178489306,-0.05,0.072753029
0.256645617,0.178386699,-0.05,0.07274349
0.256593343,0.178284626,-0.05,0.072733945
0.256541041,0.178183086,-0.05,0.072724394
0.25648871,0.178082081,-0.05,0.072714838
