a,q,delta e,cd
0.374540256,0.574539946,-0.15,0.076231051
0.374561407,0.574532505,-0.15,0.076234913
0.374582686,0.574524923,-0.15,0.076238798
0.374604093,0.574517199,-0.15,0.076242707
0.374625626,0.574509332,-0.15,0.076246639
0.374647286,0.574501322,-0.15,0.076250595
0.374669073,0.574493166,-0.15,0.076254573
0.374690986,0.574484864,-0.15,0.076258574
0.374713024,0.574476415,-0.15,0.076262598
0.374735188,0.574467818,-0.15,0.076266645
0.374757476,0.574459071,-0.15,0.076270715
0.374779889,0.574450174,-0.15,0.076274808
0.374802425,0.574441125,-0.15,0.076278923
0.374825085,0.574431924,-0.15,0.076283061
0.374847869,0.574422568,-0.15,0.076287221
0.374870775,0.574413059,-0.15,0.076291404
0.374893804,0.574403393,-0.15,0.076295609
0.374916954,0.57439357,-0.15,0.076299836
0.374940226,0.57438359,-0.15,0.076304085
0.374963619,0.57437345,-0.15,0.076308357
0.374987134,0.57436315,-0.15,0.076312651
0.375010768,0.57435269,-0.15,0.076316966
0.375034522,0.574342067,-0.15,0.076321304
0.375058396,0.574331281,-0.15,0.076325663
0.375082389,0.574320332,-0.15,0.076330044
0.375106501,0.574309217,-0.15,0.076334447
0.375130732,0.574297935,-0.15,0.076338872
0.37515508,0.574286487,-0.15,0.076343318
0.375179545,0.574274871,-0.15,0.076347785
0.375204128,0.574263085,-0.15,0.076352274
0.375228828,0.574251129,-0.15,0.076356784
0.375253644,0.574239002,-0.15,0.076361315
0.375278576,0.574226703,-0.15,0.076365868
0.375303623,0.574214231,-0.15,0.076370442
0.375328786,0.574201584,-0.15,0.076375036
0.375354063,0.574188763,-0.15,0.076379652
0.375379454,0.574175765,-0.15,0.076384288
0.37540496,0.574162591,-0.15,0.076388946
0.375430578,0.574149238,-0.15,0.076393624
0.37545631,0.574135707,-0.15,0.076398322
0.375482155,0.574121995,-0.15,0.076403041
0.375508112,0.574108103,-0.15,0.076407781
0.37553418,0.574094029,-0.15,0.076412541
0.37556036,0.574079772,-0.15,0.076417322
0.375586652,0.574065332,-0.15,0.076422123
0.375613053,0.574050707,-0.15,0.076426944
0.375639565,0.574035896,-0.15,0.076431785
0.375666187,0.574020899,-0.15,0.076436646
0.375692918,0.574005715,-0.15,0.076441527
0.375719758,0.573990342,-0.15,0.076446428
0.375746707,0.57397478,-0.15,0.076451349
0.375773764,0.573959028,-0.15,0.076456289
0.375800929,0.573943085,-0.15,0.07646125
0.375828201,0.57392695,-0.15,0.076466229
0.375855579,0.573910623,-0.15,0.076471229
0.375883065,0.573894101,-0.15,0.076476248
0.375910656,0.573877385,-0.15,0.076481286
0.375938353,0.573860474,-0.15,0.076486343
0.375966156,0.573843366,-0.15,0.07649142
0.375994063,0.573826061,-0.15,0.076496516
0.376022075,0.573808558,-0.15,0.076501631
0.376050191,0.573790856,-0.15,0.076506765
0.37607841,0.573772954,-0.15,0.076511918
0.376106733,0.573754852,-0.15,0.076517089
0.376135159,0.573736548,-0.15,0.07652228
0.376163686,0.573718042,-0.15,0.076527489
0.376192316,0.573699333,-0.15,0.076532717
0.376221048,0.573680419,-0.15,0.076537963
0.37624988,0.573661301,-0.15,0.076543228
0.376278814,0.573641977,-0.15,0.076548511
0.376307847,0.573622446,-0.15,0.076553813
0.376336981,0.573602709,-0.15,0.076559133
0.376366214,0.573582763,-0.15,0.076564471
0.376395546,0.573562608,-0.15,0.076569827
0.376424977,0.573542243,-0.15,0.076575201
0.376454506,0.573521668,-0.15,0.076580593
0.376484133,0.573500881,-0.15,0.076586003
0.376513857,0.573479882,-0.15,0.07659143
0.376543678,0.57345867,-0.15,0.076596876
0.376573596,0.573437245,-0.15,0.076602339
0.37660361,0.573415605,-0.15,0.076607819
0.37663372,0.57339375,-0.15,0.076613317
0.376663925,0.573371678,-0.15,0.076618833
0.376694225,0.57334939,-0.15,0.076624366
0.37672462,0.573326884,-0.15,0.076629916
0.376755109,0.57330416,-0.15,0.076635483
0.376785691,0.573281216,-0.15,0.076641067
0.376816367,0.573258053,-0.15,0.076646669
0.376847135,0.573234669,-0.15,0.076652287
0.376877996,0.573211064,-0.15,0.076657922
0.376908949,0.573187236,-0.15,0.076663574
0.376939994,0.573163186,-0.15,0.076669243
0.37697113,0.573138912,-0.15,0.076674928
0.377002356,0.573114414,-0.15,0.07668063
0.377033673,0.573089691,-0.15,0.076686349
0.37706508,0.573064742,-0.15,0.076692084
0.377096576,0.573039567,-0.15,0.076697835
0.377128162,0.573014164,-0.15,0.076703602
0.377159836,0.572988533,-0.15,0.076709386
0.377191599,0.572962674,-0.15,0.076715186
0.377223449,0.572936586,-0.15,0.076721002
0.377255387,0.572910268,-0.15,0.076726834
0.377287411,0.572883719,-0.15,0.076732681
0.377319523,0.572856938,-0.15,0.076738545
0.37735172,0.572829926,-0.15,0.076744424
0.377384004,0.572802681,-0.15,0.076750319
0.377416373,0.572775202,-0.15,0.07675623
0.377448826,0.57274749,-0.15,0.076762156
0.377481364,0.572719542,-0.15,0.076768097
0.377513987,0.57269136,-0.15,0.076774054
0.377546693,0.572662941,-0.15,0.076780026
0.377579482,0.572634286,-0.15,0.076786013
0.377612354,0.572605393,-0.15,0.076792016
0.377645309,0.572576262,-0.15,0.076798033
0.377678345,0.572546893,-0.15,0.076804066
0.377711464,0.572517285,-0.15,0.076810113
0.377744663,0.572487436,-0.15,0.076816175
0.377777943,0.572457347,-0.15,0.076822252
0.377811304,0.572427017,-0.15,0.076828344
0.377844744,0.572396445,-0.15,0.07683445
0.377878265,0.572365631,-0.15,0.076840571
0.377911864,0.572334574,-0.15,0.076846706
0.377945542,0.572303273,-0.15,0.076852856
0.377979298,0.572271728,-0.15,0.07685902
0.378013132,0.572239939,-0.15,0.076865198
0.378047043,0.572207904,-0.15,0.07687139
0.378081032,0.572175623,-0.15,0.076877596
0.378115097,0.572143095,-0.15,0.076883817
0.378149238,0.572110321,-0.15,0.076890051
0.378183455,0.572077298,-0.15,0.076896299
0.378217748,0.572044028,-0.15,0.076902561
0.378252115,0.572010508,-0.15,0.076908836
0.378286557,0.571976739,-0.15,0.076915125
0.378321073,0.57194272,-0.15,0.076921428
0.378355663,0.571908451,-0.15,0.076927744
0.378390326,0.57187393,-0.15,0.076934074
0.378425062,0.571839158,-0.15,0.076940416
0.378459871,0.571804134,-0.15,0.076946772
0.378494751,0.571768857,-0.15,0.076953142
0.378529703,0.571733327,-0.15,0.076959524
0.378564726,0.571697543,-0.15,0.076965919
0.378599821,0.571661505,-0.15,0.076972327
0.378634985,0.571625211,-0.15,0.076978748
0.37867022,0.571588663,-0.15,0.076985182
0.378705524,0.571551859,-0.15,0.076991629
0.378740897,0.571514798,-0.15,0.076998088
0.378776339,0.57147748,-0.15,0.077004559
0.378811849,0.571439905,-0.15,0.077011044
0.378847427,0.571402072,-0.15,0.07701754
0.378883073,0.571363981,-0.15,0.077024049
0.378918786,0.571325631,-0.15,0.07703057
0.378954565,0.571287021,-0.15,0.077037104
0.378990411,0.571248152,-0.15,0.077043649
0.379026322,0.571209023,-0.15,0.077050206
0.379062299,0.571169632,-0.15,0.077056776
0.379098341,0.57112998,-0.15,0.077063357
0.379134447,0.571090067,-0.15,0.07706995
0.379170618,0.571049891,-0.15,0.077076555
0.379206852,0.571009453,-0.15,0.077083171
0.37924315,0.570968752,-0.15,0.077089799
0.379279511,0.570927787,-0.15,0.077096439
0.379315934,0.570886558,-0.15,0.07710309
0.37935242,0.570845064,-0.15,0.077109752
0.379388967,0.570803306,-0.15,0.077116425
0.379425575,0.570761282,-0.15,0.07712311
0.379462244,0.570718993,-0.15,0.077129806
0.379498974,0.570676437,-0.15,0.077136513
0.379535764,0.570633615,-0.15,0.077143231
0.379572614,0.570590526,-0.15,0.077149959
0.379609522,0.570547169,-0.15,0.077156699
0.37964649,0.570503545,-0.15,0.077163449
0.379683516,0.570459652,-0.15,0.07717021
0.3797206,0.570415491,-0.15,0.077176982
0.379757742,0.570371061,-0.15,0.077183764
0.37979494,0.570326361,-0.15,0.077190556
0.379832196,0.570281391,-0.15,0.077197359
0.379869508,0.570236151,-0.15,0.077204172
0.379906876,0.57019064,-0.15,0.077210996
0.379944299,0.570144859,-0.15,0.077217829
0.379981778,0.570098806,-0.15,0.077224673
0.380019312,0.570052481,-0.15,0.077231526
0.380056899,0.570005884,-0.15,0.07723839
0.380094541,0.569959015,-0.15,0.077245263
0.380132236,0.569911873,-0.15,0.077252146
0.380169984,0.569864458,-0.15,0.077259039
0.380207785,0.569816769,-0.15,0.077265942
0.380245639,0.569768806,-0.15,0.077272854
0.380283544,0.56972057,-0.15,0.077279775
0.380321501,0.569672058,-0.15,0.077286706
0.380359508,0.569623272,-0.15,0.077293646
0.380397567,0.56957421,-0.15,0.077300596
0.380435676,0.569524873,-0.15,0.077307554
0.380473834,0.56947526,-0.15,0.077314522
0.380512042,0.569425371,-0.15,0.077321499
0.380550299,0.569375205,-0.15,0.077328485
0.380588605,0.569324762,-0.15,0.077335479
0.380626959,0.569274042,-0.15,0.077342483
0.380665361,0.569223045,-0.15,0.077349495
0.38070381,0.56917177,-0.15,0.077356516
0.380742306,0.569120217,-0.15,0.077363545
0.380780849,0.569068386,-0.15,0.077370583
0.380819439,0.569016275,-0.15,0.077377629
0.380858074,0.568963886,-0.15,0.077384684
0.380896754,0.568911218,-0.15,0.077391747
0.380935479,0.568858271,-0.15,0.077398819
0.380974249,0.568805043,-0.15,0.077405898
0.381013064,0.568751536,-0.15,0.077412985
0.381051922,0.568697748,-0.15,0.077420081
0.381090823,0.56864368,-0.15,0.077427184
0.381129768,0.56858933,-0.15,0.077434296
0.381168755,0.5685347,-0.15,0.077441415
0.381207784,0.568479789,-0.15,0.077448541
0.381246856,0.568424596,-0.15,0.077455676
0.381285968,0.568369121,-0.15,0.077462818
0.381325122,0.568313364,-0.15,0.077469967
0.381364316,0.568257324,-0.15,0.077477124
0.381403551,0.568201002,-0.15,0.077484288
0.381442825,0.568144398,-0.15,0.07749146
0.381482139,0.56808751,-0.15,0.077498639
0.381521492,0.568030339,-0.15,0.077505824
0.381560883,0.567972885,-0.15,0.077513017
0.381600313,0.567915147,-0.15,0.077520217
0.38163978,0.567857125,-0.15,0.077527424
0.381679285,0.56779882,-0.15,0.077534637
0.381718827,0.56774023,-0.15,0.077541858
0.381758406,0.567681355,-0.15,0.077549085
0.381798021,0.567622196,-0.15,0.077556319
0.381837671,0.567562752,-0.15,0.077563559
0.381877358,0.567503023,-0.15,0.077570806
0.381917079,0.567443008,-0.15,0.077578059
0.381956835,0.567382709,-0.15,0.077585318
0.381996625,0.567322123,-0.15,0.077592584
0.38203645,0.567261252,-0.15,0.077599856
0.382076307,0.567200095,-0.15,0.077607134
0.382116198,0.567138652,-0.15,0.077614418
0.382156122,0.567076923,-0.15,0.077621708
0.382196078,0.567014907,-0.15,0.077629004
0.382236066,0.566952605,-0.15,0.077636306
0.382276085,0.566890016,-0.15,0.077643613
0.382316136,0.56682714,-0.15,0.077650926
0.382356217,0.566763977,-0.15,0.077658245
0.382396329,0.566700527,-0.15,0.07766557
0.382436471,0.566636789,-0.15,0.0776729
0.382476642,0.566572764,-0.15,0.077680235
0.382516843,0.566508452,-0.15,0.077687575
0.382557072,0.566443852,-0.15,0.077694921
0.38259733,0.566378964,-0.15,0.077702272
0.382637616,0.566313788,-0.15,0.077709629
0.38267793,0.566248324,-0.15,0.07771699
0.382718271,0.566182572,-0.15,0.077724356
0.382758638,0.566116532,-0.15,0.077731727
0.382799033,0.566050203,-0.15,0.077739103
0.382839453,0.565983586,-0.15,0.077746484
0.3828799,0.56591668,-0.15,0.07775387
0.382920371,0.565849486,-0.15,0.07776126
0.382960868,0.565782002,-0.15,0.077768654
0.383001389,0.56571423,-0.15,0.077776054
0.383041935,0.565646169,-0.15,0.077783457
0.383082504,0.565577819,-0.15,0.077790865
0.383123097,0.56550918,-0.15,0.077798277
0.383163712,0.565440252,-0.15,0.077805694
0.383204351,0.565371035,-0.15,0.077813114
0.383245012,0.565301528,-0.15,0.077820539
0.383285694,0.565231732,-0.15,0.077827968
0.383326399,0.565161646,-0.15,0.0778354
0.383367124,0.565091271,-0.15,0.077842837
0.383407871,0.565020606,-0.15,0.077850277
0.383448637,0.564949652,-0.15,0.077857721
0.383489424,0.564878408,-0.15,0.077865169
0.383530231,0.564806875,-0.15,0.07787262
0.383571056,0.564735051,-0.15,0.077880075
0.383611901,0.564662938,-0.15,0.077887533
0.383652764,0.564590536,-0.15,0.077894995
0.383693646,0.564517843,-0.15,0.07790246
0.383734545,0.564444861,-0.15,0.077909928
0.383775461,0.564371588,-0.15,0.077917399
0.383816395,0.564298026,-0.15,0.077924874
0.383857345,0.564224174,-0.15,0.077932351
0.383898312,0.564150032,-0.15,0.077939832
0.383939294,0.564075601,-0.15,0.077947315
0.383980292,0.564000879,-0.15,0.077954801
0.384021306,0.563925867,-0.15,0.07796229
0.384062334,0.563850565,-0.15,0.077969782
0.384103376,0.563774974,-0.15,0.077977277
0.384144433,0.563699093,-0.15,0.077984773
0.384185503,0.563622921,-0.15,0.077992273
0.384226587,0.56354646,-0.15,0.077999775
0.384267684,0.563469709,-0.15,0.078007279
0.384308793,0.563392668,-0.15,0.078014786
0.384349914,0.563315337,-0.15,0.078022294
0.384391047,0.563237717,-0.15,0.078029805
0.384432192,0.563159807,-0.15,0.078037318
0.384473348,0.563081607,-0.15,0.078044833
0.384514515,0.563003117,-0.15,0.07805235
0.384555692,0.562924338,-0.15,0.078059869
0.384596879,0.562845269,-0.15,0.07806739
0.384638076,0.562765911,-0.15,0.078074913
0.384679282,0.562686263,-0.15,0.078082437
0.384720497,0.562606325,-0.15,0.078089963
0.384761721,0.562526099,-0.15,0.07809749
0.384802953,0.562445582,-0.15,0.078105019
0.384844193,0.562364777,-0.15,0.07811255
0.38488544,0.562283683,-0.15,0.078120081
0.384926695,0.562202299,-0.15,0.078127614
0.384967956,0.562120626,-0.15,0.078135149
0.385009224,0.562038665,-0.15,0.078142684
0.385050497,0.561956414,-0.15,0.078150221
0.385091777,0.561873875,-0.15,0.078157758
0.385133062,0.561791047,-0.15,0.078165297
0.385174352,0.56170793,-0.15,0.078172837
0.385215646,0.561624525,-0.15,0.078180377
0.385256945,0.561540831,-0.15,0.078187918
0.385298247,0.561456849,-0.15,0.07819546
0.385339554,0.561372579,-0.15,0.078203003
0.385380863,0.561288021,-0.15,0.078210546
0.385422176,0.561203174,-0.15,0.078218089
0.385463491,0.56111804,-0.15,0.078225633
0.385504808,0.561032618,-0.15,0.078233178
0.385546127,0.560946908,-0.15,0.078240723
0.385587447,0.560860911,-0.15,0.078248268
0.385628769,0.560774626,-0.15,0.078255813
0.385670091,0.560688054,-0.15,0.078263359
0.385711413,0.560601194,-0.15,0.078270904
0.385752736,0.560514048,-0.15,0.07827845
0.385794059,0.560426615,-0.15,0.078285995
0.385835381,0.560338895,-0.15,0.07829354
0.385876701,0.560250888,-0.15,0.078301086
0.385918021,0.560162595,-0.15,0.078308631
0.385959339,0.560074016,-0.15,0.078316175
0.386000655,0.55998515,-0.15,0.07832372
0.386041968,0.559895999,-0.15,0.078331263
0.386083279,0.559806561,-0.15,0.078338807
0.386124587,0.559716838,-0.15,0.07834635
0.386165891,0.559626829,-0.15,0.078353892
0.386207192,0.559536535,-0.15,0.078361433
0.386248489,0.559445956,-0.15,0.078368974
0.386289781,0.559355091,-0.15,0.078376514
0.386331069,0.559263942,-0.15,0.078384053
0.386372351,0.559172508,-0.15,0.078391591
0.386413628,0.55908079,-0.15,0.078399128
0.386454899,0.558988787,-0.15,0.078406665
0.386496164,0.558896501,-0.15,0.0784142
0.386537423,0.55880393,-0.15,0.078421733
0.386578675,0.558711075,-0.15,0.078429266
0.38661992,0.558617937,-0.15,0.078436797
0.386661157,0.558524516,-0.15,0.078444327
0.386702386,0.558430812,-0.15,0.078451856
0.386743608,0.558336824,-0.15,0.078459383
0.386784821,0.558242554,-0.15,0.078466908
0.386826025,0.558148002,-0.15,0.078474432
0.38686722,0.558053167,-0.15,0.078481954
0.386908406,0.55795805,-0.15,0.078489475
0.386949582,0.557862651,-0.15,0.078496994
0.386990748,0.55776697,-0.15,0.078504511
0.387031903,0.557671008,-0.15,0.078512025
0.387073047,0.557574765,-0.15,0.078519538
0.387114181,0.557478241,-0.15,0.078527049
0.387155303,0.557381436,-0.15,0.078534558
0.387196413,0.557284351,-0.15,0.078542065
0.387237512,0.557186985,-0.15,0.07854957
0.387278597,0.55708934,-0.15,0.078557072
0.38731967,0.556991415,-0.15,0.078564572
0.387360731,0.55689321,-0.15,0.078572069
0.387401777,0.556794726,-0.15,0.078579565
0.38744281,0.556695963,-0.15,0.078587057
0.387483829,0.556596921,-0.15,0.078594547
0.387524834,0.556497601,-0.15,0.078602035
0.387565824,0.556398002,-0.15,0.078609519
0.387606799,0.556298126,-0.15,0.078617001
0.387647758,0.556197971,-0.15,0.078624481
0.387688702,0.55609754,-0.15,0.078631957
0.387729631,0.555996831,-0.15,0.078639431
0.387770542,0.555895845,-0.15,0.078646901
0.387811438,0.555794583,-0.15,0.078654369
0.387852316,0.555693045,-0.15,0.078661833
0.387893177,0.55559123,-0.15,0.078669294
0.387934021,0.55548914,-0.15,0.078676752
0.387974847,0.555386774,-0.15,0.078684207
0.388015654,0.555284133,-0.15,0.078691658
0.388056443,0.555181217,-0.15,0.078699107
0.388097214,0.555078027,-0.15,0.078706551
0.388137965,0.554974562,-0.15,0.078713992
0.388178697,0.554870824,-0.15,0.07872143
0.388219409,0.554766811,-0.15,0.078728864
0.388260101,0.554662526,-0.15,0.078736294
0.388300773,0.554557967,-0.15,0.078743721
0.388341424,0.554453135,-0.15,0.078751144
0.388382055,0.554348032,-0.15,0.078758563
0.388422664,0.554242656,-0.15,0.078765978
0.388463251,0.554137008,-0.15,0.07877339
0.388503816,0.554031089,-0.15,0.078780797
0.38854436,0.553924898,-0.15,0.0787882
0.388584881,0.553818437,-0.15,0.078795599
0.388625379,0.553711706,-0.15,0.078802994
0.388665854,0.553604704,-0.15,0.078810385
0.388706306,0.553497432,-0.15,0.078817771
0.388746733,0.553389891,-0.15,0.078825154
0.388787137,0.553282081,-0.15,0.078832531
0.388827517,0.553174002,-0.15,0.078839905
0.388867872,0.553065655,-0.15,0.078847273
0.388908202,0.552957039,-0.15,0.078854638
0.388948507,0.552848156,-0.15,0.078861997
0.388988787,0.552739006,-0.15,0.078869352
0.389029041,0.552629588,-0.15,0.078876703
0.389069268,0.552519904,-0.15,0.078884048
0.38910947,0.552409953,-0.15,0.078891389
0.389149644,0.552299737,-0.15,0.078898725
0.389189792,0.552189255,-0.15,0.078906056
0.389229912,0.552078507,-0.15,0.078913382
0.389270005,0.551967495,-0.15,0.078920703
0.38931007,0.551856219,-0.15,0.078928019
0.389350107,0.551744678,-0.15,0.07893533
0.389390116,0.551632874,-0.15,0.078942635
0.389430095,0.551520806,-0.15,0.078949935
0.389470046,0.551408475,-0.15,0.07895723
0.389509968,0.551295882,-0.15,0.07896452
0.389549859,0.551183027,-0.15,0.078971804
0.389589722,0.55106991,-0.15,0.078979083
0.389629553,0.550956531,-0.15,0.078986356
0.389669355,0.550842892,-0.15,0.078993624
0.389709126,0.550728992,-0.15,0.079000886
0.389748865,0.550614831,-0.15,0.079008143
0.389788574,0.550500411,-0.15,0.079015394
0.389828251,0.550385732,-0.15,0.079022639
0.389867896,0.550270793,-0.15,0.079029878
0.389907509,0.550155596,-0.15,0.079037111
0.389947089,0.550040141,-0.15,0.079044339
0.389986637,0.549924428,-0.15,0.07905156
0.390026152,0.549808458,-0.15,0.079058775
0.390065634,0.54969223,-0.15,0.079065985
0.390105082,0.549575747,-0.15,0.079073188
0.390144496,0.549459007,-0.15,0.079080385
0.390183876,0.549342012,-0.15,0.079087576
0.390223222,0.549224761,-0.15,0.07909476
0.390262533,0.549107255,-0.15,0.079101939
0.39030181,0.548989496,-0.15,0.07910911
0.390341051,0.548871482,-0.15,0.079116276
0.390380257,0.548753215,-0.15,0.079123435
0.390419427,0.548634694,-0.15,0.079130587
0.390458561,0.548515921,-0.15,0.079137733
0.390497659,0.548396896,-0.15,0.079144872
0.39053672,0.54827762,-0.15,0.079152005
0.390575744,0.548158092,-0.15,0.079159131
0.390614732,0.548038313,-0.15,0.07916625
0.390653682,0.547918283,-0.15,0.079173362
0.390692595,0.547798004,-0.15,0.079180468
0.390731469,0.547677475,-0.15,0.079187566
0.390770306,0.547556698,-0.15,0.079194658
0.390809104,0.547435672,-0.15,0.079201742
0.390847864,0.547314397,-0.15,0.07920882
0.390886584,0.547192875,-0.15,0.07921589
0.390925266,0.547071106,-0.15,0.079222954
0.390963908,0.54694909,-0.15,0.07923001
0.39100251,0.546826828,-0.15,0.079237058
0.391041072,0.546704321,-0.15,0.0792441
0.391079595,0.546581567,-0.15,0.079251134
0.391118076,0.54645857,-0.15,0.079258161
0.391156517,0.546335327,-0.15,0.07926518
0.391194917,0.546211841,-0.15,0.079272192
0.391233276,0.546088112,-0.15,0.079279196
0.391271593,0.54596414,-0.15,0.079286193
0.391309869,0.545839925,-0.15,0.079293182
0.391348102,0.545715469,-0.15,0.079300164
0.391386294,0.545590771,-0.15,0.079307137
0.391424443,0.545465832,-0.15,0.079314103
0.391460019,0.545099053,-0.05,0.097360599
0.391482011,0.543524704,-0.05,0.097364615
0.391502628,0.541951125,-0.05,0.09736838
0.391521871,0.540378327,-0.05,0.097371894
0.391539742,0.538806323,-0.05,0.097375157
0.391556243,0.537235125,-0.05,0.09737817
0.391571378,0.535664744,-0.05,0.097380934
0.391585148,0.534095193,-0.05,0.097383448
0.391597556,0.532526482,-0.05,0.097385714
0.391608604,0.530958625,-0.05,0.097387731
0.391618294,0.529391632,-0.05,0.097389501
0.391626629,0.527825516,-0.05,0.097391023
0.391633611,0.526260288,-0.05,0.097392297
0.391639243,0.52469596,-0.05,0.097393326
0.391643526,0.523132543,-0.05,0.097394108
0.391646464,0.521570049,-0.05,0.097394644
0.391648058,0.52000849,-0.05,0.097394935
0.391648312,0.518447877,-0.05,0.097394982
0.391647227,0.516888222,-0.05,0.097394784
0.391644805,0.515329537,-0.05,0.097394341
0.39164105,0.513771832,-0.05,0.097393656
0.391635964,0.512215119,-0.05,0.097392727
0.391629548,0.51065941,-0.05,0.097391556
0.391621807,0.509104716,-0.05,0.097390142
0.391612741,0.507551049,-0.05,0.097388487
0.391602354,0.505998419,-0.05,0.09738659
0.391590648,0.504446838,-0.05,0.097384452
0.391577625,0.502896317,-0.05,0.097382074
0.391563289,0.501346868,-0.05,0.097379456
0.39154764,0.499798502,-0.05,0.097376599
0.391530683,0.49825123,-0.05,0.097373503
0.391512419,0.496705063,-0.05,0.097370168
0.39149285,0.495160012,-0.05,0.097366594
0.391471981,0.493616089,-0.05,0.097362784
0.391449812,0.492073304,-0.05,0.097358736
0.391426347,0.490531669,-0.05,0.097354451
0.391401587,0.488991194,-0.05,0.09734993
0.391375536,0.487451891,-0.05,0.097345173
0.391348197,0.48591377,-0.05,0.097340181
0.391319571,0.484376842,-0.05,0.097334954
0.391289661,0.482841119,-0.05,0.097329492
0.39125847,0.481306611,-0.05,0.097323797
0.391226,0.479773329,-0.05,0.097317868
0.391192254,0.478241283,-0.05,0.097311706
0.391157235,0.476710485,-0.05,0.097305311
0.391120945,0.475180946,-0.05,0.097298685
0.391083386,0.473652675,-0.05,0.097291826
0.391044562,0.472125685,-0.05,0.097284737
0.391004475,0.470599984,-0.05,0.097277417
0.390963127,0.469075585,-0.05,0.097269867
0.390920522,0.467552498,-0.05,0.097262087
0.390876661,0.466030732,-0.05,0.097254078
0.390831548,0.464510299,-0.05,0.097245841
0.390785185,0.46299121,-0.05,0.097237375
0.390737574,0.461473474,-0.05,0.097228681
0.390688719,0.459957102,-0.05,0.09721976
0.390638622,0.458442105,-0.05,0.097210612
0.390587286,0.456928493,-0.05,0.097201238
0.390534713,0.455416277,-0.05,0.097191639
0.390480906,0.453905465,-0.05,0.097181813
0.390425868,0.45239607,-0.05,0.097171763
0.390369601,0.450888101,-0.05,0.097161489
0.390312108,0.449381569,-0.05,0.097150991
0.390253393,0.447876483,-0.05,0.09714027
0.390193457,0.446372855,-0.05,0.097129325
0.390132303,0.444870693,-0.05,0.097118158
0.390069934,0.443370008,-0.05,0.09710677
0.390006353,0.44187081,-0.05,0.09709516
0.389941562,0.44037311,-0.05,0.097083329
0.389875564,0.438876917,-0.05,0.097071278
0.389808363,0.437382241,-0.05,0.097059007
0.38973996,0.435889093,-0.05,0.097046517
0.389670358,0.434397482,-0.05,0.097033807
0.389599561,0.432907417,-0.05,0.09702088
0.389527571,0.43141891,-0.05,0.097007734
0.38945439,0.42993197,-0.05,0.096994372
0.389380022,0.428446606,-0.05,0.096980792
0.389304469,0.426962828,-0.05,0.096966996
0.389227734,0.425480647,-0.05,0.096952984
0.389149821,0.424000072,-0.05,0.096938757
0.38907073,0.422521112,-0.05,0.096924315
0.388990467,0.421043777,-0.05,0.096909659
0.388909032,0.419568077,-0.05,0.096894789
0.38882643,0.418094021,-0.05,0.096879706
0.388742662,0.41662162,-0.05,0.09686441
0.388657732,0.415150881,-0.05,0.096848902
0.388571643,0.413681816,-0.05,0.096833182
0.388484397,0.412214434,-0.05,0.096817251
0.388395998,0.410748743,-0.05,0.096801109
0.388306447,0.409284754,-0.05,0.096784757
0.388215749,0.407822475,-0.05,0.096768196
0.388123905,0.406361916,-0.05,0.096751425
0.388030918,0.404903087,-0.05,0.096734446
0.387936793,0.403445996,-0.05,0.096717258
0.38784153,0.401990653,-0.05,0.096699863
0.387745134,0.400537068,-0.05,0.096682262
0.387647607,0.399085248,-0.05,0.096664453
0.387548952,0.397635204,-0.05,0.096646439
0.387449172,0.396186945,-0.05,0.096628219
0.38734827,0.394740479,-0.05,0.096609794
0.387246248,0.393295816,-0.05,0.096591165
0.38714311,0.391852965,-0.05,0.096572332
0.387038858,0.390411934,-0.05,0.096553296
0.386933496,0.388972734,-0.05,0.096534056
0.386827026,0.387535372,-0.05,0.096514615
0.386719451,0.386099857,-0.05,0.096494972
0.386610775,0.384666199,-0.05,0.096475127
0.386500999,0.383234406,-0.05,0.096455082
0.386390128,0.381804488,-0.05,0.096434837
0.386278163,0.380376452,-0.05,0.096414393
0.386165108,0.378950308,-0.05,0.096393749
0.386050967,0.377526064,-0.05,0.096372906
0.38593574,0.376103729,-0.05,0.096351866
0.385819433,0.374683312,-0.05,0.096330628
0.385702047,0.373264821,-0.05,0.096309194
0.385583586,0.371848265,-0.05,0.096287563
0.385464053,0.370433653,-0.05,0.096265736
0.38534345,0.369020992,-0.05,0.096243714
0.385221781,0.367610292,-0.05,0.096221497
0.385099048,0.366201561,-0.05,0.096199086
0.384975255,0.364794807,-0.05,0.096176482
0.384850404,0.363390039,-0.05,0.096153684
0.384724499,0.361987265,-0.05,0.096130694
0.384597542,0.360586494,-0.05,0.096107511
0.384469537,0.359187733,-0.05,0.096084137
0.384340486,0.357790991,-0.05,0.096060573
0.384210393,0.356396277,-0.05,0.096036818
0.38407926,0.355003598,-0.05,0.096012873
0.383947091,0.353612963,-0.05,0.095988739
0.383813889,0.352224379,-0.05,0.095964416
0.383679656,0.350837856,-0.05,0.095939905
0.383544395,0.3494534,-0.05,0.095915207
0.38340811,0.34807102,-0.05,0.095890321
0.383270804,0.346690725,-0.05,0.095865249
0.383132479,0.345312521,-0.05,0.095839991
0.382993139,0.343936418,-0.05,0.095814547
0.382852787,0.342562422,-0.05,0.095788919
0.382711426,0.341190542,-0.05,0.095763106
0.382569058,0.339820786,-0.05,0.09573711
0.382425688,0.338453161,-0.05,0.095710931
0.382281317,0.337087676,-0.05,0.095684569
0.38213595,0.335724337,-0.05,0.095658024
0.381989588,0.334363153,-0.05,0.095631299
